Nome: SAO PAULO - MIRANTE
Codigo Estacao: A701
Latitude: -23.496294
Longitude: -46.620088
Altitude: 785.64
Situacao: Operante
Data Inicial: 2017-04-12
Data Final: 2017-12-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA REDUZIDA NIVEL DO MAR, AUT(mB);PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT)(mB);PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT)(mB);RADIACAO GLOBAL(W/m²);TEMPERATURA DA CPU DA ESTACAO(°C);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C);TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT)(°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT)(°C);TENSAO DA BATERIA DA ESTACAO(V);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);UMIDADE REL. MIN. NA HORA ANT. (AUT)(%);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA (gr)(° (gr));VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2017-10-22;0400;0;925,7;1014,790289;926;925,7;-3,256;23;22;14,1;22,5;22;15,2;14,1;12,4;64;60;61;299;5,1;2,9;
2017-10-22;0500;0;925;1014,149375;925,7;925;-3,527;23;21,6;13,7;22;21,6;14,1;13,6;12,4;61;60;61;257;6,1;2,3;
2017-10-22;0600;0;925;1014,181045;925,2;925;-3,086;23;21,5;13,7;21,7;21,5;13,8;13,6;12,4;61;60;61;289;5,5;2,6;
2017-10-22;0700;0;925;1014,117728;925,1;924,9;-3,536;23;21,7;13,5;21,8;21,5;13,8;13,5;12,3;61;59;60;306;6,4;2,3;
2017-10-22;0800;0;925,8;1014,93152;925,9;925;-3,534;23;21,9;13,3;22;21,7;13,5;13,2;12,3;60;57;58;295;6,6;3,3;
2017-10-22;0900;0;926,6;1016,126125;926,6;925,8;21,735;22;20,9;13,8;21,9;20,9;14;13,3;12,3;64;58;64;335;5,7;2,9;
2017-10-22;1000;0;927,6;1017,414588;927,6;926,6;117,434;22;20,3;14,8;21,2;20,3;14,8;13,4;12,3;70;61;70;315;9,8;5;
2017-10-22;1100;0;927,9;1017,7757;928;927,6;326,472;22;20,2;15,1;20,4;20,1;15,3;14,7;12,6;73;70;72;292;9,1;2,6;
2017-10-22;1200;0;928,3;1018,342985;928,3;927,9;563,311;22;19,8;15,3;20,3;19,8;15,4;15;12,9;76;72;75;284;8,7;3,4;
2017-10-22;1300;0;928,8;1019,085091;928,8;928,3;694,707;21;19,2;14,9;19,8;19,2;15,3;14,7;13;77;74;76;288;8,9;3,4;
2017-10-22;1400;0;928,5;1018,853013;928,9;928,5;734,075;21;18,9;14,9;19,2;18,8;14,9;14,3;13;78;74;78;296;9,2;3,4;
2017-10-22;1500;0;927,3;1017,342531;928,5;927,3;865,345;21;19,5;16,1;19,5;18,7;16,1;14,8;13,4;82;77;81;298;6,7;1,4;
2017-10-22;1600;0;926,5;1016,208081;927,4;926,5;1343,007;22;20,3;15,4;20,3;19,3;16,1;15;13,3;81;73;74;329;6;2,6;
2017-10-22;1700;0;926,4;1016,290817;926,5;926,3;381,344;22;19,7;15,8;20,4;19,7;15,8;15,2;12,9;78;73;78;306;8,8;3,3;
2017-10-22;1800;0;926;1015,81989;926,4;926;240,574;21;19,8;15,5;20;19,7;16;15,4;12,6;78;75;76;322;7;2,6;
2017-10-22;1900;0;926,1;1016,090403;926,2;925,8;200,826;21;19,3;15,7;19,8;19,2;15,7;15,4;12,6;80;76;80;298;7,4;2,8;
2017-10-22;2000;0;926,3;1016,245429;926,5;926,1;252,938;21;19,5;15,9;19,5;19,1;16;15,6;12,6;81;79;80;289;9,3;3,4;
2017-10-22;2100;0;927;1017,045617;927,1;926,3;60,639;20;19,4;16,2;19,5;19,3;16,2;15,8;12,5;82;79;82;279;6,2;1,6;
2017-10-22;2200;0;927,2;1017,232821;927,2;926,9;-2,867;20;19,5;16,3;19,5;19,1;16,4;16,1;12,5;84;82;82;297;5,2;2,6;
2017-10-22;2300;0;927,4;1017,516726;927,6;927,2;-2,972;20;19,3;16;19,5;19,3;16,4;16;12,4;83;81;81;339;6,1;2,7;
2017-10-23;0000;0;927,7;null;928,1;927,5;-3,336;20;19,3;15,8;19,4;19,3;15,9;15,7;12,4;81;80;80;348;4,8;1,9;
2017-10-23;0100;0;928,1;1018,446483;928,3;927,7;-3,355;20;18,8;16;19,3;18,8;16,1;15,8;12,4;84;80;84;254;3,9;1,5;
2017-10-23;0200;0;927,9;1018,259424;928,1;927,9;-3,128;20;18,7;15,9;18,9;18,7;16;15,9;12,3;84;83;84;286;4,1;1,5;
2017-10-23;0300;0;927,6;1017,962633;928,2;927,6;-2,337;20;18,6;15,5;18,8;18,6;15,9;15,5;12,3;84;82;82;349;4,5;,7;
2017-10-23;0400;0;926,9;1017,324268;927,6;926,9;-3,43;20;18,2;15,2;18,6;18,2;15,4;15,2;12,3;82;81;82;203;3,2;1,3;
2017-10-23;0500;0;927,1;1017,511281;927,2;926,9;-2,303;19;18,3;15,3;18,4;18,2;15,4;15,2;12,3;83;82;83;294;3,8;1,9;
2017-10-23;0600;0;926,9;1017,356783;927,3;926,9;-1,157;19;18,1;15,2;18,4;18,1;15,4;15,2;12,3;84;82;84;219;3,5;1,1;
2017-10-23;0700;0;927;1017,662144;927;926,6;-3,085;19;17,5;15,3;18,1;17,5;15,4;15,1;12,2;87;84;87;186;6,1;2,6;
2017-10-23;0800;0;927,7;1018,594378;927,7;926,7;-2,162;19;17;14,4;17,6;17;15,3;14,2;12,3;87;83;84;172;9,1;3,5;
2017-10-23;0900;0;928,6;1019,71413;928,6;927,4;9,233;19;16,6;13,2;17,1;16,6;14,3;13,1;12,3;84;80;80;157;8,4;3,8;
2017-10-23;1000;0;929,6;1020,911285;929,6;928,6;80,123;18;16,3;13;16,6;16,3;13,2;12,9;12,3;81;79;81;133;8,1;2,4;
2017-10-23;1100;0;930,1;1021,29537;930,1;929,6;473,498;18;16,8;12,8;17;16,3;13,2;12,6;12,7;81;77;77;155;8,1;3,3;
2017-10-23;1200;0;930,5;1021,73459;930,5;930;640,334;18;16,8;12,1;17;16,3;13;12;12,9;78;73;74;141;9;3,1;
2017-10-23;1300;0;930,5;1021,635816;930,5;930,3;1116,254;19;17,1;12,2;17,3;16,6;12,5;11,9;13,1;75;72;73;153;7,7;3,3;
2017-10-23;1400;0;930,5;1021,833577;930,6;930,4;920,515;19;16,5;11,7;17,1;16,2;12,3;11,6;13;76;73;73;149;7,7;2,7;
2017-10-23;1500;0;930,2;1021,603301;930,7;930,2;712,081;19;16,2;12,3;16,9;15,9;12,5;11,7;13,1;79;73;78;154;7,4;3,3;
2017-10-23;1600;0;929,9;1021,174684;930,2;929,9;781,332;19;16,5;11,6;16,9;16,2;12,3;11,5;12,9;78;72;73;156;7,6;3,2;
2017-10-23;1700;0;929,5;1020,801462;929,9;929,5;645,884;19;16,3;11,6;16,9;16,1;11,9;11,4;13;75;72;74;140;7,4;2,9;
2017-10-23;1800;0;929,2;1020,373002;929,5;929,1;579,449;19;16,6;11,8;16,6;16,1;11,8;11,4;13;74;72;73;147;7,5;2,9;
2017-10-23;1900;0;929,4;1021,056535;929,5;929,2;299,7;18;15,2;11,7;16,6;15,1;12;11,4;12,6;80;72;80;157;8,5;3,4;
2017-10-23;2000;0;929,6;1021,342931;929,6;929,4;276,474;18;15;11,5;15,4;14,8;11,9;11,3;12,5;80;78;79;144;8;2,6;
2017-10-23;2100;0;930;1021,882641;930;929,6;58,228;17;14,7;11,3;15;14,7;11,5;11,2;12,5;80;78;80;148;6,6;3;
2017-10-23;2200;0;930,5;1022,700547;930,5;930;-2,039;17;13,9;10,8;14,7;13,9;11,4;10,8;12,4;82;80;82;154;6,7;3,7;
2017-10-23;2300;0;931,2;1023,436233;931,2;930,4;-2,612;16;14;10,2;14;13,7;10,9;10,2;12,4;83;78;78;142;6,7;2,7;
2017-10-24;0000;0;931,2;null;931,2;931;-2,483;16;13,9;9,7;14,1;13,9;10,1;9,6;12,4;78;75;76;125;6,5;3,3;
2017-10-24;0100;0;931,4;1023,656043;931,5;931,2;-1,911;16;14;9,7;14;13,8;9,8;9,6;12,3;76;75;75;114;6,3;3;
2017-10-24;0200;0;931;1023,18278;931,4;930,9;-2,194;15;14,1;9,7;14,1;13,9;9,7;9,4;12,3;75;74;75;109;7,2;3,4;
2017-10-24;0300;0;930,2;1022,303569;931;930,2;-1,476;15;14,1;10,2;14,1;14;10,2;9,7;12,3;78;75;78;117;7,3;3,4;
2017-10-24;0400;0;929,5;1021,534258;930,2;929,5;-2,208;15;14,1;10,6;14,1;13,9;10,6;10,2;12,2;80;78;79;119;7;2,7;
2017-10-24;0500;0;928,7;1020,621511;929,5;928,7;-1,93;15;14,2;10,8;14,2;14;10,8;10,5;12,2;80;79;80;113;5,8;2,9;
2017-10-24;0600;0;928,6;1020,444624;928,7;928,6;-2,429;15;14,4;11;14,4;14,2;11;10,8;12,2;80;80;80;114;6,5;3,2;
2017-10-24;0700;0;928,6;1020,411166;928,6;928,4;-1,718;16;14,5;11,1;14,5;14,3;11,2;10,9;12,2;80;80;80;114;6,1;3,3;
2017-10-24;0800;0;928,7;1020,487616;928,7;928,3;-1,533;16;14,6;11,4;14,6;14,4;11,4;11,1;12,2;81;80;81;108;6,2;3;
2017-10-24;0900;0;929,2;1020,970195;929,2;928,6;29,714;16;14,8;11,5;14,8;14,5;11,5;11,4;12,2;81;81;81;116;5,9;2,6;
2017-10-24;1000;,2;929,6;1021,242959;929,6;929,2;251,292;16;15,3;11,6;15,3;14,7;11,7;11,4;12,4;81;79;79;102;6,8;3,3;
2017-10-24;1100;0;930;1021,383649;930;929,6;653,267;17;16,2;12;16,2;15,3;12,1;11,5;12,9;79;76;76;97;7,2;3,4;
2017-10-24;1200;0;930,1;1020,934398;930,2;929,9;1386,423;18;17,9;12,1;18,2;16,2;12,5;11,8;13,3;76;68;69;85;7,9;3,7;
2017-10-24;1300;0;930,1;1020,738705;930,2;930;1475,274;19;18,5;12,3;18,6;17,5;13;11,9;13,3;71;67;68;91;8,6;4,1;
2017-10-24;1400;0;930;1020,369371;930,2;930;1730,708;20;19,3;12,5;19,8;18,2;12,9;12,2;13,7;69;63;64;92;8,6;3,3;
2017-10-24;1500;0;929,7;1019,814368;930;929,6;1722,591;21;20;12,7;20,3;19,2;13,3;12,3;13,7;66;63;63;122;7,2;2,1;
2017-10-24;1600;0;929;1018,821962;929,7;928,9;1777,726;22;20,7;13,7;20,9;19,6;13,9;12,6;13,9;68;63;64;150;6,4;2,4;
2017-10-24;1700;0;928,2;1018,104758;929;928,2;2087,614;23;20,2;13,4;21;20,1;14,3;13,1;13,8;67;62;65;160;6,7;3,2;
2017-10-24;1800;0;928;1017,94959;928,3;928;1481,4;23;20;13,9;20,8;19,7;14,3;13,4;13,7;69;64;68;150;7,1;2,9;
2017-10-24;1900;0;928,1;1018,543804;928,1;927,9;779,075;23;18,5;13,8;20,2;18,5;14,1;13,4;13,3;74;67;74;147;7,1;3;
2017-10-24;2000;0;928,2;1018,848842;928,2;928;407,456;22;17,9;13,7;18,5;17,9;14;13,6;12,9;76;74;76;149;6,4;2,8;
2017-10-24;2100;0;928,3;1019,122015;928,3;928,1;89,574;21;17,4;13,6;18;17,4;13,8;13,6;12,5;79;76;79;144;6,1;2;
2017-10-24;2200;0;928,5;1019,472761;928,5;928,2;1,998;20;17;13,6;17,4;17;13,8;13,5;12,5;80;79;80;141;5,2;2;
2017-10-24;2300;0;929;1020,054621;929;928,5;-1,243;19;16,9;13,3;17,1;16,9;13,7;13,3;12,5;81;79;79;135;5,1;2;
2017-10-25;0000;0;929,4;null;929,4;929;-,893;19;17;12,9;17,2;16,9;13,5;12,9;12,5;80;77;77;128;5;2;
2017-10-25;0100;0;929,5;1020,636541;929,6;929,4;-1,243;19;16,8;13,3;17,1;16,7;13,4;12,9;12,5;80;77;80;114;6,8;2,9;
2017-10-25;0200;0;929,4;1020,526736;929,6;929,4;-,946;19;16,8;13,5;16,9;16,7;13,5;13,2;12,4;81;80;81;116;5,9;1,9;
2017-10-25;0300;0;928,8;1019,867906;929,4;928,8;-1,092;18;16,8;13,5;16,9;16,7;13,5;13,4;12,4;81;81;81;120;4,7;1,8;
2017-10-25;0400;0;928,2;1019,274882;928,8;928,2;-2,056;18;16,6;13,7;16,8;16,5;13,8;13,5;12,4;83;81;83;107;5;2,7;
2017-10-25;0500;0;927,8;1018,934477;928,2;927,8;-1,801;18;16,3;14,1;16,6;16,2;14,1;13,7;12,4;87;83;87;105;5,4;2,2;
2017-10-25;0600;0;927,6;1018,550248;927,8;927,6;-2,044;18;16,8;14,2;16,8;16,3;14,3;14;12,4;87;85;85;95;5,7;2,9;
2017-10-25;0700;0;927,4;1018,297799;927,6;927,4;-2,235;18;16,9;14,1;16,9;16,8;14,2;14,1;12,4;85;84;84;91;6,2;2,6;
2017-10-25;0800;0;927,4;1018,297799;927,4;927,3;-1,074;18;16,9;14,1;17;16,8;14,2;14;12,4;84;83;84;94;6,7;3;
2017-10-25;0900;0;927,7;1018,660052;927,7;927,4;32,716;18;16,8;14,2;16,9;16,8;14,2;14,1;12,4;84;84;84;78;8,2;3,5;
2017-10-25;1000;0;928;1018,890959;928;927,6;245,685;18;17,1;14,3;17,1;16,7;14,5;14,1;12,5;85;84;84;87;8;2,5;
2017-10-25;1100;0;928,1;1018,739076;928,1;927,8;665,274;19;17,9;14,7;17,9;16,9;14,7;14,2;12,9;84;81;82;82;8,1;2,7;
2017-10-25;1200;0;928,3;1018,278668;928,5;928,1;1178,207;20;20;15,3;20;17,8;15,5;14,4;13,4;82;74;74;53;5,2;1,6;
2017-10-25;1300;0;927,7;1016,793208;928,3;927,7;3586,03;22;22,6;15,9;22,6;20;16;14,4;14,1;74;65;66;79;6,3;2,7;
2017-10-25;1400;0;926,9;1015,29081;927,7;926,9;null;24;24,6;16,1;24,8;21,8;16,5;14,8;14,1;66;57;59;92;7,2;2;
2017-10-25;1500;0;926,1;1013,95148;926,9;926,1;null;26;26,1;15,7;26,4;23,8;17,2;14,9;14,1;61;53;53;56;5;1;
2017-10-25;1600;0;925,1;1012,3989;926,1;925,1;null;28;27,6;15,9;28,2;25,9;17,7;15,4;14,1;56;48;49;113;5,1;1,8;
2017-10-25;1700;0;924,3;1011,191055;925,1;924,3;3681,969;30;28,7;16,1;29,2;27,4;16,9;15,5;14,1;50;44;46;96;4,1;1,9;
2017-10-25;1800;0;923,3;1009,976949;924,3;923,3;2465,485;32;29,1;15,4;30,5;28,7;17,2;15,1;13,4;47;41;44;69;4,2;1,5;
2017-10-25;1900;0;923,1;1009,788161;923,3;923,1;607,801;31;29;15,7;29,2;28,8;16;15,3;13,3;46;43;45;117;3,5;1;
2017-10-25;2000;0;923,8;1012,73897;924,1;923;571,118;30;21,9;16,8;29;21,9;17,4;15,2;13,1;72;43;72;174;10,6;4,4;
2017-10-25;2100;0;924,5;1013,886872;924,8;923,8;275,894;26;20,7;16,5;22,1;20,7;17;16,4;12,6;77;72;77;167;7,8;2,9;
2017-10-25;2200;0;925,4;1015,033552;925,4;924,4;-1,888;24;20,2;16,5;20,7;20,2;16,6;16,4;12,5;80;77;79;187;5,5;2,5;
2017-10-25;2300;0;925,2;1014,974378;925,6;925,2;-3,534;23;19,7;16,3;20,2;19,7;16,5;16,2;12,5;80;79;80;185;5,1;1;
2017-10-26;0000;0;925,3;null;925,5;925;-3,183;22;19,9;16,1;19,9;19,7;16,3;16,1;12,5;81;79;79;175;4,3;2,6;
2017-10-26;0100;0;925,8;1015,857984;926,2;925,3;-,913;22;19;15,6;19,9;19;16,1;15,6;12,5;81;79;81;189;5,6;2,6;
2017-10-26;0200;1,4;927,2;1017,68606;927,3;925,8;-1,508;21;18,1;15,4;19,3;18,1;15,7;15,2;12,5;85;79;84;236;9,2;2;
2017-10-26;0300;2,2;925,4;1015,742883;927,2;925,4;-2,792;20;18;15,7;18,1;17,8;15,7;15,3;12,4;87;84;86;161;4,8;1,1;
2017-10-26;0400;0;924,4;1014,710228;925,4;924,4;-3,305;20;17,8;15,3;18;17,7;15,7;15,2;12,4;87;85;85;184;2,5;,5;
2017-10-26;0500;,8;924;1014,17377;924,4;923,9;-3,274;20;18,1;15,5;18,2;17,8;15,6;15,3;12,4;85;84;85;100;2;,6;
2017-10-26;0600;8,4;924,7;1015,104623;926;924;-1,193;20;17,6;15,8;18,1;17,5;15,8;15,4;12,4;89;85;89;284;7,2;1;
2017-10-26;0700;0;924;1014,336186;924,7;923,9;-1,107;19;17,6;15,8;17,8;17,3;16;15,6;12,4;90;89;89;74;3,6;1,7;
2017-10-26;0800;15;926,9;1018,21045;927,9;924;1,355;19;15,5;14;17,9;15,4;16,1;13,8;12,3;91;88;91;255;18,2;2,5;
2017-10-26;0900;4,2;924,3;1014,992214;926,9;924,3;1,369;18;16,6;14,9;16,6;15,5;14,9;14,1;12,3;91;90;90;48;5,3;2;
2017-10-26;1000;0;924,3;1014,861252;924,7;924;158,298;18;17;14,8;17;16,5;14,9;14,8;12,4;90;87;87;35;5,5;2,1;
2017-10-26;1100;0;924,3;1014,438223;924,4;923,9;525,54;18;18,3;14,8;18,3;17;14,9;14,3;13;87;80;80;21;7,2;2,2;
2017-10-26;1200;0;925;1014,435215;925;924,3;1792,471;20;20,7;14,6;20,8;18,3;15,4;14,2;13,5;80;67;68;148;6;1,3;
2017-10-26;1300;0;924,7;1012,943028;925,2;924,7;3758,378;24;24,4;15;24,4;20,7;16,2;13,7;13,8;68;55;56;322;3,3;1,2;
2017-10-26;1400;0;924,6;1012,833485;924,8;924,5;1678,298;25;24,4;15,6;24,5;23,2;16,1;14;14,1;61;54;58;321;5,6;3;
2017-10-26;1500;,2;924;1011,867262;924,6;923,9;3107,422;26;25,4;15;25,7;24,3;15,9;14,8;14,1;59;52;53;305;7,9;4,1;
2017-10-26;1600;0;923,5;1011,535646;924;923,5;1716,732;27;24,7;14,7;25,6;24,7;15,9;14,7;14,2;57;53;54;328;8,1;4,4;
2017-10-26;1700;0;922,8;1010,614689;923,6;922,8;2123,096;27;25,2;16;25,2;24,3;16;14,4;14,2;57;53;57;345;9,5;2,5;
2017-10-26;1800;0;922,7;1010,721219;922,8;922,4;1603,419;27;24,5;13,6;25,5;24,5;15,9;13,6;13,3;57;50;51;301;7,6;4;
2017-10-26;1900;,2;923,9;1012,943359;923,9;922,6;273,834;26;21,6;15,2;24,5;21,6;15,9;13,5;12,7;68;51;67;280;12,3;4,8;
2017-10-26;2000;1,6;924,4;1014,193062;924,6;923,9;89,514;23;19,4;15,7;21,6;19,4;15,8;14,4;12,5;80;65;79;286;13,1;3,8;
2017-10-26;2100;,4;923,8;1013,53478;924,4;923,8;53,032;22;19,4;14,9;19,5;19,2;15,9;14,9;12,5;81;75;75;295;8,2;3,4;
2017-10-26;2200;0;922,6;1012,122093;923,8;922,3;-,737;21;19,7;15,3;19,7;19,4;15,4;14,6;12,5;77;73;76;28;7;1,3;
2017-10-26;2300;0;922,8;1012,3415;923,2;922,5;-2,01;21;19,7;15,4;19,8;19,4;15,5;14,8;12,5;77;73;76;34;2,7;,5;
2017-10-27;0000;0;922,9;null;923,1;922,8;-3,474;21;19,6;15,6;19,7;19,4;15,6;15,2;12,4;78;76;78;17;1,9;,9;
2017-10-27;0100;0;923,1;1012,831016;923,2;922,9;-3,518;21;19,2;15,4;19,6;19;15,7;15,3;12,4;80;78;79;43;2,3;,9;
2017-10-27;0200;0;922,8;1012,566157;923,1;922,6;-3,123;20;19;14,7;19,2;19;15,4;14,7;12,4;79;76;76;1;3,1;,2;
2017-10-27;0300;0;922;1011,817106;922,8;922;-3,336;20;18,6;14,5;19;18,5;14,7;14,4;12,4;78;76;77;3;1,5;,1;
2017-10-27;0400;0;920,9;1010,706654;921,9;920,9;-3,54;20;18,3;14,4;18,6;18,3;14,6;14,1;12,4;78;76;78;64;2,2;1;
2017-10-27;0500;0;920;1009,848023;920,9;920;-3,54;19;17,9;14,3;18,4;17,9;14,4;14,2;12,3;80;78;80;76;2,9;,3;
2017-10-27;0600;0;920,1;1009,699856;920,1;919,6;-3,247;19;18,7;13,9;18,8;17,8;14,4;13,9;12,3;80;73;74;1;2,3;,8;
2017-10-27;0700;0;921,2;1010,426743;921,2;920,1;-3,394;19;20,2;13,4;20,5;18,7;14,1;13,4;12,3;74;64;65;318;4,7;2,6;
2017-10-27;0800;0;921,9;1011,162687;921,9;921;-2,877;20;20,3;13,8;20,3;19,8;13,8;13,3;12,3;67;65;66;290;7,6;1,6;
2017-10-27;0900;0;922,4;1012,127246;923,5;921,9;34,004;20;19;14,4;20,3;18,9;14,4;13,8;12,3;75;66;75;108;6,7;1;
2017-10-27;1000;0;923;1012,785612;923,1;922,4;297,474;20;19;15;19,2;19;15;14,4;12,6;77;74;77;160;4,7;1,5;
2017-10-27;1100;0;923,1;1012,606607;923,2;922,9;931,201;21;19,9;15,1;20;19;15,4;14,7;13,1;77;73;74;78;3,3;,6;
2017-10-27;1200;1,4;924,6;1014,605773;925;923;854,441;22;18,8;15,2;20,5;18,8;15,8;14,7;12,8;80;70;80;232;6,1;3,3;
2017-10-27;1300;,6;922,6;1012,186152;924,7;922,4;516,142;21;19,5;16,8;19,6;18,7;16,8;15,3;12,8;84;80;84;33;6,1;1,3;
2017-10-27;1400;0;921,5;1009,344989;922,6;921,5;2941,795;22;24,7;17,6;24,7;19,5;18,8;16,7;14,1;85;65;65;350;4,9;1,1;
2017-10-27;1500;0;921;1008,704904;922,3;921;1937,78;25;25;16,3;25,8;24,4;18;15,6;13,4;66;56;58;335;6,3;,4;
2017-10-27;1600;0;920,5;1008,095818;921;920,5;1482,158;26;25,2;16,4;26,1;24,9;16,7;15,7;13,5;59;53;58;302;4,1;2;
2017-10-27;1700;0;920,6;1008,297585;920,6;920;762,838;27;24,9;16,8;26;24,9;17,4;16,4;13,3;62;56;61;243;7,3;3,3;
2017-10-27;1800;0;919,8;1007,823036;920,6;919,5;892,258;27;23,6;16,8;24,9;23,2;17,4;16,3;14,2;68;61;66;262;9,5;3,8;
2017-10-27;1900;0;919;1007,008544;919,9;918,9;1260,465;26;23,4;15,1;23,7;22,8;16,9;15;13,4;68;59;60;285;10,2;3,7;
2017-10-27;2000;0;920,1;1008,52591;920,2;919;590,82;26;22,4;13,6;23,6;22,4;15,2;13,6;13;60;57;58;264;11,1;3,7;
2017-10-27;2100;0;920,2;1008,949795;920,3;919,9;115,883;24;21,4;12,9;22,4;21,2;13,7;12,9;12,5;60;57;58;264;11,1;3,7;
2017-10-27;2200;0;921,8;1010,767342;921,8;920,2;-,725;23;21,2;12,5;21,7;21,2;12,8;12,2;12,5;58;55;58;317;10,6;5,1;
2017-10-27;2300;1,4;922,9;1012,869366;923,1;921,8;-3,54;22;18,4;14,7;21,2;18,3;14,8;12,5;12,5;80;58;79;326;11;4,1;
2017-10-28;0000;,4;922,5;null;923;922,3;-3,539;21;19;13,8;19,2;18,5;14,7;13,7;12,5;79;71;72;326;8,2;3,3;
2017-10-28;0100;0;920,8;1010,43586;922,6;920,8;-3,194;20;18,8;13,6;19;18,5;14,1;13,6;12,4;75;71;72;337;9,2;4,9;
2017-10-28;0200;0;919,4;1008,931689;920,8;919,2;-2,191;20;18,7;13,5;19,3;18,6;13,6;13;12,4;72;67;72;344;13,6;5,2;
2017-10-28;0300;0;919,5;1008,977217;919,8;918,8;-2,968;20;18,9;13,7;18,9;18,5;13,9;13,5;12,4;75;71;72;317;12,8;5,6;
2017-10-28;0400;0;919,6;1008,86291;919,8;919,4;-3,461;20;19,6;13,4;19,6;18,6;14;13,4;12,4;74;68;68;333;13,4;5;
2017-10-28;0500;0;918,4;1007,642183;919,6;918,4;-3,537;20;19,3;13,2;19,7;19,2;13,5;13,2;12,4;69;66;68;314;13,3;6,2;
2017-10-28;0600;0;918,3;1007,660444;918,5;918,2;-3,54;20;18,9;13,5;19,3;18,9;13,5;13,2;12,4;71;68;71;331;16;5;
2017-10-28;0700;0;918,9;1008,31883;919;918,2;-3,54;20;18,9;13,8;19;18,7;13,8;13,5;12,3;72;71;72;342;12,5;3,3;
2017-10-28;0800;0;919;1008,172777;919;918,7;-3,54;20;19,7;13,5;19,9;18,9;13,8;13,5;12,3;72;67;67;324;13,6;5,2;
2017-10-28;0900;0;919,6;1008,958789;919,6;918,8;154,689;20;19,3;13,9;19,7;19,1;13,9;13,5;12,4;71;67;71;342;11,4;4,8;
2017-10-28;1000;0;920,3;1009,375989;920,4;919,5;766,145;21;20,4;13,9;20,4;19,3;14;13,8;13;71;66;66;333;16,1;5,3;
2017-10-28;1100;0;920,5;1009,215675;920,6;920,3;1681,324;22;21,6;14,2;21,7;20,3;14,3;13,9;13,5;67;63;63;329;14;4,6;
2017-10-28;1200;0;921;1009,449762;921,2;920,4;2230,602;23;22,6;14,5;22,7;21,5;14,7;14,1;14,1;63;60;60;330;14,2;5,9;
2017-10-28;1300;0;920,8;1008,918734;921,1;920,8;3104,938;25;23,6;14,5;23,8;22,6;15;14,3;13,9;60;56;57;310;16,2;5,8;
2017-10-28;1400;0;920,4;1008,170958;920,9;920,3;3828,878;26;24,6;14,9;25;23,3;15,1;14,3;14,1;58;53;55;305;16,7;4,9;
2017-10-28;1500;0;920;1007,333877;920,5;920;null;27;25,9;15,1;26,3;24,4;15,9;14,7;14,2;55;51;51;325;14,1;7,5;
2017-10-28;1600;0;919,7;1006,761775;920,1;919,7;3732,891;28;26,7;15,4;27,4;25,9;15,8;14,7;14,2;52;48;50;318;12,8;6,6;
2017-10-28;1700;0;919,4;1006,494135;919,7;919,4;2306,102;29;26,5;15,1;27,4;26,4;15,8;14,9;13,7;51;47;50;314;13,6;6,2;
2017-10-28;1800;0;919,3;1006,293566;919,5;919,2;1614,551;29;26,8;14,8;27,3;26,4;15,3;14,6;14,2;50;47;48;303;12,1;6,3;
2017-10-28;1900;0;919,5;1006,270445;919,6;919,2;1567,263;29;27,6;14,8;27,9;26,5;15,4;14,4;14,2;49;45;46;289;13,1;4,3;
2017-10-28;2000;0;920,1;1007,078285;920,2;919,5;1300,76;29;27,1;15,2;27,8;26,7;15,4;14,4;13,2;49;45;48;294;11,2;4;
2017-10-28;2100;0;920,6;1007,929741;920,6;920,1;175,002;29;26,1;15,5;27,1;26,1;15,6;14,9;12,6;52;48;52;294;8,6;2,8;
2017-10-28;2200;0;920,5;1008,065114;920,8;920,5;4,508;28;25,3;15,9;26,1;25,3;15,9;15,5;12,5;56;52;56;321;8,5;1,8;
2017-10-28;2300;0;921,6;1009,454522;921,6;920,5;-3,54;26;24,7;16,1;25,3;24,7;16,1;15,9;12,5;59;56;59;296;4,6;1,6;
2017-10-29;0000;0;922,3;null;922,3;921,6;-3,54;26;24;16,3;24,7;23,8;16,4;16;12,5;63;59;62;196;4,6;,1;
2017-10-29;0100;0;923;1011,298134;923;922,3;-3,54;25;23,7;16,4;24,1;23,4;16,7;16,2;12,4;65;62;64;338;1,7;,9;
2017-10-29;0200;0;923,3;1011,751548;923,4;922,9;-3,54;24;23,3;16,5;23,7;23,2;16,6;16,4;12,4;66;64;66;316;3,7;2,1;
2017-10-29;0300;0;922,9;1011,43824;923,3;922,9;-3,54;24;22,9;16,5;23,3;22,9;16,6;16,5;12,4;67;66;67;321;3,7;1,3;
